"gene","FC_RARA","FC_RARG","FC_Combo","category"
"Hibadh",0,-1.3446060658944,0,"RARG Unique (n=163)"
"Ncl",0,0,0.622672223978973,"Combo Unique (n=173)"
"Kdm7a",0,-1.19573425486559,0,"RARG Unique (n=163)"
"Vkorc1l1",0,-1.17036799678236,0,"RARG Unique (n=163)"
"Cadm4",0,0.780644305003662,0,"RARG Unique (n=163)"
"Tbc1d24",0,-1.85052149880253,0,"RARG Unique (n=163)"
"Tial1",0,0,0.966988823349188,"Combo Unique (n=173)"
"Wdr36",0,0,-2.38659769931702,"Combo Unique (n=173)"
"Zfp536",0,0,1.19435711729473,"Combo Unique (n=173)"
"Pabpc4",0,0,-2.37966969706222,"Combo Unique (n=173)"
"Aatk",0,-2.78273076265818,0,"RARG Unique (n=163)"
"Ube2w",0,-0.774996388084352,0,"RARG Unique (n=163)"
"Gm48321",0,0,0.785877853602333,"Combo Unique (n=173)"
"Psmb7",0,-2.67730356124353,0,"RARG Unique (n=163)"
"Nudcd1",0,-1.87643755282586,0,"RARG Unique (n=163)"
"Ahdc1",0,0,-1.11691410350161,"Combo Unique (n=173)"
"Hras",0,5.00550957354601,0,"RARG Unique (n=163)"
"Slc25a44",0,4.77623197239941,0,"RARG Unique (n=163)"
"Zfp940",0,4.69320413054126,0,"RARG Unique (n=163)"
"Med17",0,4.7027535653549,0,"RARG Unique (n=163)"
"Prpsap1",0,4.58794976547405,0,"RARG Unique (n=163)"
"Upf1",0,2.39584646064361,0,"RARG Unique (n=163)"
"Aars",0,4.83226376394268,0,"RARG Unique (n=163)"
"Stt3a",0,4.46823513544844,0,"RARG Unique (n=163)"
"Grhl1",0,2.2470419648153,0,"RARG Unique (n=163)"
"Syt12",0,2.80702917186555,0,"RARG Unique (n=163)"
"Zbtb43",0,2.328870943058,0,"RARG Unique (n=163)"
"Slc16a4",0,4.45688223150243,0,"RARG Unique (n=163)"
"Tma16",0,4.48129605614155,0,"RARG Unique (n=163)"
"Zfp866",0,4.28250329202602,0,"RARG Unique (n=163)"
"2510002D24Rik",0,4.3815831736369,0,"RARG Unique (n=163)"
"Rps4x",0,4.40706027786581,0,"RARG Unique (n=163)"
"Dhx8",0,3.10416819863211,0,"RARG Unique (n=163)"
"Fkbp8",0,2.72070105208169,0,"RARG Unique (n=163)"
"Maged1",0,2.55585205606924,0,"RARG Unique (n=163)"
"Nelfa",0,2.27506010830607,0,"RARG Unique (n=163)"
"Ahsa2",0,1.587380538221,0,"RARG Unique (n=163)"
"Slc22a15",0,3.78351741084211,0,"RARG Unique (n=163)"
"1700001L19Rik",0,3.78598896703182,0,"RARG Unique (n=163)"
"Gatad2a",0,0,2.07926106921487,"Combo Unique (n=173)"
"Higd1a",0,0,1.49347783896203,"Combo Unique (n=173)"
"Gm48159",0,0,3.62637234467697,"Combo Unique (n=173)"
"Efcab5",0,0,2.63376486933493,"Combo Unique (n=173)"
"Nudc",0,0,2.40893884151235,"Combo Unique (n=173)"
"Clu",0,0,4.94478453318286,"Combo Unique (n=173)"
"Pak1ip1",0,0,4.65511450277272,"Combo Unique (n=173)"
"Alg6",0,0,4.25360889368594,"Combo Unique (n=173)"
"Ralgds",0,0,2.42414204627986,"Combo Unique (n=173)"
"Tmem132c",0,0,4.52685755580283,"Combo Unique (n=173)"
"Tmem231",0,0,4.28730975123536,"Combo Unique (n=173)"
"Cisd1",0,0,4.82238612530188,"Combo Unique (n=173)"
"Gm36037",0,0,4.78318445373553,"Combo Unique (n=173)"
"Gm19710",0,0,4.62724145014037,"Combo Unique (n=173)"
"Babam1",0,0,4.27878487859068,"Combo Unique (n=173)"
"4933408B17Rik",0,0,4.10304492600677,"Combo Unique (n=173)"
"Tkt",0,0,2.59150085961795,"Combo Unique (n=173)"
"Btf3l4",0,0,1.6438503551039,"Combo Unique (n=173)"
"Lrmda",0,0,1.29978710709752,"Combo Unique (n=173)"
"Bean1",0,0,2.46202844150589,"Combo Unique (n=173)"
"Aco1",0,0,2.36169400521078,"Combo Unique (n=173)"
"Gm48003",0,0,2.53155529851933,"Combo Unique (n=173)"
"Rbbp8",0,0,2.51882092367403,"Combo Unique (n=173)"
"Rtcb",0,0,2.03738838590172,"Combo Unique (n=173)"
